demand_el;generation_pv_normalised
1,21;0,48484375
1,633685056;0,540042614
1,951448848;0,604417614
2,163291376;0,596534091
2,26921264;0,500056818
2,26921264;0,392173295
2,163291376;0,236619318
1,951448848;0,100387784
1,633685056;0,009646875
1,21;0,002236506
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,03177983
1,21;0,120917614
1,21;0,213224432
1,21;0,282130682
1,21;0,309943182
1,633685056;0,337670455
1,951448848;0,374616477
2,163291376;0,317116477
2,26921264;0,303323864
2,26921264;0,258707386
2,163291376;0,195497159
1,951448848;0,1434375
1,633685056;0,078715909
1,21;0,013325142
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,024721591
1,21;0,08165625
1,21;0,094387784
1,21;0,176207386
1,21;0,165
2,692897696;0,041666193
3,805070968;0,122884943
4,546519816;0,201335227
4,91724424;0,265980114
4,91724424;0,248579545
4,546519816;0,200213068
3,805070968;0,144559659
2,692897696;0,072508523
1,21;0,008113636
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,013932813
1,21;0,17390625
1,21;0,343636364
1,21;0,498380682
1,21;0,601846591
9,55129954;0,663409091
15,80727419;0,715127841
19,97792396;0,591931818
20,428;0,504190341
20,428;0,388522727
19,97792396;0,236633523
15,80727419;0,113933239
9,55129954;0,034184659
1,21;0,008173438
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,005250994
1,21;0,179644886
1,21;0,376903409
1,21;0,542982955
1,21;0,656661932
1,21;0,734872159
1,21;0,77328125
1,21;0,658579545
1,21;0,570639205
1,21;0,432244318
1,21;0,234105114
1,21;0,103208807
1,21;0,009874858
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,009197301
1,21;0,176818182
1,21;0,370696023
1,21;0,54015625
1,21;0,660056818
1,21;0,734474432
1,21;0,767613636
1,21;0,659303977
1,21;0,561477273
1,21;0,420696023
1,21;0,229147727
1,21;0,102444602
1,21;0,011635085
1,21;0,004563778
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,016553977
1,21;0,175511364
1,21;0,357173295
1,21;0,519247159
1,21;0,63453125
1,633685056;0,703764205
1,951448848;0,736803977
2,163291376;0,638238636
2,26921264;0,555340909
2,26921264;0,4203125
2,163291376;0,237443182
1,951448848;0,106765625
1,633685056;0,013256534
1,21;0,00413679
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,015042614
1,21;0,180326705
1,21;0,378664773
1,21;0,554204545
1,21;0,686377841
1,633685056;0,766122159
1,951448848;0,797911932
2,163291376;0,682329545
2,26921264;0,582727273
2,26921264;0,437755682
2,163291376;0,237997159
1,951448848;0,106767045
1,633685056;0,018825284
1,21;0,007415767
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,026259943
1,21;0,1740625
1,21;0,342130682
1,21;0,490028409
1,21;0,597883523
1,633685056;0,672230114
1,951448848;0,679318182
2,163291376;0,583011364
2,26921264;0,520213068
2,26921264;0,401789773
2,163291376;0,241917614
1,951448848;0,110752841
1,633685056;0,019410511
1,21;0,00861946
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,023028409
1,21;0,181732955
1,21;0,242002841
1,21;0,459744318
1,21;0,699005682
2,692897696;0,400752841
3,805070968;0,208039773
4,546519816;0,530681818
4,91724424;0,360284091
4,91724424;0,330994318
4,546519816;0,258920455
3,805070968;0,129335227
2,692897696;0,075292614
1,21;0,0081125
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,034768466
1,21;0,177485795
1,21;0,337684659
1,21;0,473622159
1,21;0,528792614
9,55129954;0,620880682
15,80727419;0,688678977
19,97792396;0,603053977
20,428;0,504232955
20,428;0,339303977
19,97792396;0,247301136
15,80727419;0,136379261
9,55129954;0,076105114
1,21;0,028414773
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,018855114
1,21;0,179886364
1,21;0,363480114
1,21;0,522073864
1,21;0,651534091
1,21;0,73140625
1,21;0,739914773
1,21;0,639232955
1,21;0,548920455
1,21;0,410994318
1,21;0,244005682
1,21;0,117757102
1,21;0,039921875
1,21;0,014757102
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,001841619
1,21;0,037765625
1,21;0,188551136
1,21;0,154659091
1,21;0,423323864
1,21;0,516079545
1,21;0,4384375
1,21;0,059666193
1,21;0,268494318
1,21;0,413664773
1,21;0,525852273
1,21;0,253465909
1,21;0,11534233
1,21;0,042137784
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,045122159
1,21;0,134768466
1,21;0,206306818
1,21;0,245
1,21;0,282954545
1,633685056;0,274190341
1,951448848;0,275298295
2,163291376;0,326321023
2,26921264;0,270497159
2,26921264;0,223977273
2,163291376;0,20484375
1,951448848;0,143267045
1,633685056;0,075867898
1,21;0,022252841
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00374858
1,21;0,002958807
1,21;0,192855114
1,21;0,395951705
1,21;0,575823864
1,21;0,642428977
1,633685056;0,540127841
1,951448848;0,465710227
2,163291376;0,323409091
2,26921264;0,300667614
2,26921264;0,248465909
2,163291376;0,208181818
1,951448848;0,109649148
1,633685056;0,003341051
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,026384943
1,21;0,085088068
1,21;0,138609375
1,21;0,187400568
1,21;0,2165625
1,633685056;0,246704545
1,951448848;0,256917614
2,163291376;0,241292614
2,26921264;0,225880682
2,26921264;0,201803977
2,163291376;0,164289773
1,951448848;0,11365767
1,633685056;0,048806818
1,21;0,006897443
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,001811222
1,21;0,014867898
1,21;0,18265625
1,21;0,369119318
1,21;0,536988636
1,21;0,65828125
5,57925214;0,745397727
8,856191245;0,789943182
11,04081731;0,675752841
12,13313035;0,580071023
12,13313035;0,458366477
11,04081731;0,256832386
8,856191245;0,122125
5,57925214;0,033757102
1,21;0,010457102
7,317953826;0
9,353938434;0
7,317953826;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,002011506
1,21;0,01113125
1,21;0,185184659
1,21;0,387457386
6,63929229;0,561690341
1,21;0,687471591
9,55129954;0,768323864
15,80727419;0,793934659
19,97792396;0,680724432
20,428;0,580497159
20,428;0,458963068
19,97792396;0,250284091
15,80727419;0,115083807
9,55129954;0,027377841
1,21;0,00859929
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,002200142
1,21;0,006475568
1,21;0,186889205
1,21;0,392059659
1,21;0,558181818
1,21;0,681264205
1,21;0,759346591
1,21;0,787855114
1,21;0,668508523
1,21;0,571988636
1,21;0,450752841
1,21;0,247201705
1,21;0,116848011
1,21;0,033099432
1,21;0,011946875
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,001857386
1,21;0,025036932
1,21;0,172059659
1,21;0,357599432
1,21;0,504176136
1,21;0,575582386
1,21;0,638465909
1,21;0,540525568
1,21;0,586349432
1,21;0,485198864
1,21;0,418664773
1,21;0,254133523
1,21;0,149332386
1,21;0,09446733
1,21;0,034089489
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,015100852
1,21;0,043765625
1,21;0,100326705
1,21;0,209957386
1,21;0,244076705
1,633685056;0,318309659
1,951448848;0,213423295
2,163291376;0,198267045
2,26921264;0,218650568
2,26921264;0,316803977
2,163291376;0,262855114
1,951448848;0,141769886
1,633685056;0,070703125
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,018992898
1,21;0,063901989
1,21;0,139099432
1,21;0,142911932
1,21;0,179389205
1,633685056;0,247215909
1,951448848;0,262542614
2,163291376;0,212201705
2,26921264;0,210639205
2,26921264;0,168863636
2,163291376;0,10990767
1,951448848;0,088291193
1,633685056;0,041017045
1,21;0,008269886
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,007452131
1,21;0,042632102
1,21;0,159417614
1,21;0,293764205
1,21;0,275511364
1,21;0,16765625
1,633685056;0,133450284
1,951448848;0,249744318
2,163291376;0,2303125
2,26921264;0,167230114
2,26921264;0,264900568
2,163291376;0,161732955
1,951448848;0,153693182
1,633685056;0,019757102
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,013323722
1,21;0,015377841
1,21;0,177599432
1,21;0,368338068
1,21;0,535340909
1,21;0,663338068
5,57925214;0,744502841
8,856191245;0,772727273
11,04081731;0,66703125
12,13313035;0,569446023
12,13313035;0,446292614
11,04081731;0,242670455
8,856191245;0,113242898
5,57925214;0,031651989
1,21;0,009351136
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,013667045
1,21;0,014176136
1,21;0,177571023
1,21;0,363309659
1,21;0,526136364
1,21;0,640227273
9,55129954;0,715028409
15,80727419;0,742798295
19,97792396;0,637826705
20,428;0,551647727
20,428;0,435
19,97792396;0,2440625
15,80727419;0,118653409
9,55129954;0,037289773
1,21;0,010866619
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00933054
1,21;0,036113636
1,21;0,162542614
1,21;0,307556818
1,21;0,442599432
1,21;0,584090909
1,21;0,634673295
1,21;0,691193182
1,21;0,591974432
1,21;0,539630682
1,21;0,397471591
1,21;0,24875
1,21;0,122234375
1,21;0,027764205
1,21;0,003509943
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,007610795
1,21;0,04053267
1,21;0,158196023
1,21;0,387088068
1,21;0,546377841
1,21;0,611420455
1,21;0,561392045
1,21;0,317301136
1,21;0,149857955
1,21;0,146036932
1,21;0,224772727
1,21;0,225369318
1,21;0,135319602
1,21;0,097714489
1,21;0,005177131
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,018852273
1,21;0,073038352
1,21;0,128990057
1,21;0,186107955
1,21;0,224616477
1,633685056;0,238465909
1,951448848;0,23265625
2,163291376;0,240014205
2,26921264;0,228039773
2,26921264;0,185014205
2,163291376;0,137669034
1,951448848;0,083524148
1,633685056;0,037099432
1,21;0,005719602
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,009245455
1,21;0,034555398
1,21;0,154502841
1,21;0,297826705
1,21;0,407826705
1,21;0,511235795
1,633685056;0,580539773
1,951448848;0,635454545
2,163291376;0,579048295
2,26921264;0,458224432
2,26921264;0,377855114
2,163291376;0,244786932
1,951448848;0,119042614
1,633685056;0,030477273
1,21;0,003533097
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,009531392
1,21;0,025821023
1,21;0,16375
1,21;0,333068182
1,21;0,480553977
1,21;0,575625
1,633685056;0,612613636
1,951448848;0,649673295
2,163291376;0,557982955
2,26921264;0,506505682
2,26921264;0,398522727
2,163291376;0,239332386
1,951448848;0,117917614
1,633685056;0,033065341
1,21;0,008674432
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,003173153
1,21;0,007278693
1,21;0,171803977
1,21;0,376477273
1,21;0,556974432
1,21;0,689275568
2,692897696;0,674630682
3,805070968;0,294772727
4,546519816;0,345738636
4,91724424;0,3440625
4,91724424;0,298252841
4,546519816;0,215909091
3,805070968;0,11765625
2,692897696;0,043315341
1,21;0,00440767
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,006505256
1,21;0,008468892
1,21;0,152059659
1,21;0,2459375
1,21;0,389389205
1,21;0,588196023
4,016913496;0,748380682
6,122098618;0,398508523
7,525555366;0,383096591
8,22728374;0,341122159
8,22728374;0,323366477
7,525555366;0,192571023
7,525555366;0,135791193
4,016913496;0,087089489
1,21;0,006689489
1,21;0,003403267
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,001995313
1,21;0,004365199
1,21;0,1740625
1,21;0,373011364
1,21;0,502272727
1,21;0,562940341
1,21;0,598607955
1,21;0,331519886
1,21;0,354161932
1,21;0,402130682
1,21;0,281150568
1,21;0,200511364
1,21;0,156363636
1,21;0,098809659
1,21;0,035598011
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,001795739
1,21;0,021419034
1,21;0,157954545
1,21;0,32
1,21;0,45390625
1,21;0,580553977
1,21;0,587727273
1,21;0,577670455
1,21;0,545355114
1,21;0,464161932
1,21;0,396122159
1,21;0,248082386
1,21;0,130463068
1,21;0,049339489
1,21;0,004963494
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,001846733
1,21;0,014122159
1,21;0,168352273
1,21;0,336036932
1,21;0,468764205
1,21;0,540795455
1,633685056;0,605355114
1,951448848;0,588650568
2,163291376;0,501434659
2,26921264;0,480028409
2,26921264;0,407556818
2,163291376;0,260213068
1,951448848;0,153522727
1,633685056;0,091923295
1,21;0,037694602
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,042387784
1,21;0,1565625
1,21;0,296022727
1,21;0,467017045
1,21;0,620340909
1,633685056;0,714815341
1,951448848;0,729573864
2,163291376;0,564346591
2,26921264;0,417286932
2,26921264;0,325170455
2,163291376;0,251789773
1,951448848;0,161164773
1,633685056;0,099829545
1,21;0,035338068
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,029897727
1,21;0,098167614
1,21;0,182357955
1,21;0,282073864
1,21;0,238835227
1,633685056;0,24921875
1,951448848;0,2990625
2,163291376;0,287869318
2,26921264;0,261136364
2,26921264;0,2346875
2,163291376;0,168991477
1,951448848;0,146832386
1,633685056;0,050775568
1,21;0,011941619
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00664929
1,21;0,041867898
1,21;0,153778409
1,21;0,206434659
1,21;0,269133523
2,692897696;0,370355114
3,805070968;0,390184659
4,546519816;0,332400568
4,91724424;0,295056818
4,91724424;0,303607955
4,546519816;0,191448864
3,805070968;0,150227273
2,692897696;0,098846591
1,21;0,021495739
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,003763494
1,21;0,172485795
1,21;0,3240625
1,21;0,389545455
1,21;0,556818182
4,016913496;0,745767045
6,122098618;0,304715909
7,525555366;0,288792614
8,22728374;0,293167614
8,22728374;0,251164773
7,525555366;0,217102273
7,525555366;0,159730114
4,016913496;0,092670455
1,21;0,01568608
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,023822443
1,21;0,16125
1,21;0,379517045
1,21;0,4959375
1,21;0,562116477
1,21;0,630525568
1,21;0,576321023
1,21;0,477258523
1,21;0,359389205
1,21;0,320255682
1,21;0,258792614
1,21;0,152173295
1,21;0,07872017
1,21;0,029487216
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,038144886
1,21;0,161647727
1,21;0,330227273
1,21;0,386221591
1,21;0,138355114
1,21;0,036482955
1,21;0,039694602
1,21;0,079818182
1,21;0,402144886
1,21;0,339815341
1,21;0,254772727
1,21;0,116241477
1,21;0,027072443
1,21;0,035933239
1,21;0,002400568
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,086119318
1,21;0,083120739
1,21;0,200355114
1,21;0,343011364
1,633685056;0,403678977
1,951448848;0,453522727
2,163291376;0,432414773
2,26921264;0,344105114
2,26921264;0,254119318
2,163291376;0,165298295
1,951448848;0,156519886
1,633685056;0,046068182
1,21;0,027105114
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,010005398
1,21;0,16421875
1,21;0,362869318
1,21;0,538977273
1,21;0,667840909
1,633685056;0,753267045
1,951448848;0,791775568
2,163291376;0,679772727
2,26921264;0,586661932
2,26921264;0,467926136
2,163291376;0,249644886
1,951448848;0,116174716
1,633685056;0,027380682
1,21;0,006663352
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,019133523
1,21;0,160724432
1,21;0,345994318
1,21;0,519659091
1,21;0,635411932
1,633685056;0,702769886
1,951448848;0,727357955
2,163291376;0,629857955
2,26921264;0,549417614
2,26921264;0,435269886
2,163291376;0,2515625
1,951448848;0,124569602
1,633685056;0,041573864
1,21;0,017284091
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,002375284
1,21;0,168423295
1,21;0,379474432
1,21;0,557542614
1,21;0,685298295
5,57925214;0,768039773
8,856191245;0,803636364
11,04081731;0,689971591
12,13313035;0,596477273
12,13313035;0,473835227
11,04081731;0,25125
8,856191245;0,11634233
5,57925214;0,024693182
1,21;0,003255398
7,317953826;0
9,353938434;0
7,317953826;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,039941761
1,21;0,153394886
1,21;0,310028409
6,63929229;0,454176136
1,21;0,622457386
9,55129954;0,638707386
15,80727419;0,617329545
19,97792396;0,5440625
20,428;0,433238636
20,428;0,352329545
19,97792396;0,262244318
15,80727419;0,150596591
9,55129954;0,083346591
1,21;0,03109375
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,038393466
1,21;0,088487216
1,21;0,222698864
1,21;0,341704545
1,21;0,421392045
1,21;0,321193182
1,21;0,257386364
1,21;0,281207386
1,21;0,3259375
1,21;0,312315341
1,21;0,234375
1,21;0,071474432
1,21;0,004649006
1,21;0,009021307
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,010010938
1,21;0,051987216
1,21;0,074002841
1,21;0,173636364
1,21;0,173622159
1,21;0,250681818
1,21;0,257826705
1,21;0,281875
1,21;0,221349432
1,21;0,203622159
1,21;0,146491477
1,21;0,113828125
1,21;0,065522727
1,21;0,016230114
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,032289773
1,21;0,138826705
1,21;0,273565341
1,21;0,385809659
1,21;0,576477273
1,633685056;0,534900568
1,951448848;0,538423295
2,163291376;0,511633523
2,26921264;0,442244318
2,26921264;0,360752841
2,163291376;0,251903409
1,951448848;0,123869318
1,633685056;0,058073864
1,21;0,002599574
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,011234943
1,21;0,133917614
1,21;0,173579545
1,21;0,410823864
1,21;0,492670455
1,633685056;0,690696023
1,951448848;0,329019886
2,163291376;0,400255682
2,26921264;0,364985795
2,26921264;0,3171875
2,163291376;0,254971591
1,951448848;0,133301136
1,633685056;0,095106534
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,030443182
1,21;0,095197443
1,21;0,173948864
1,21;0,230951705
1,21;0,271264205
1,633685056;0,095301136
1,951448848;0,182301136
2,163291376;0,150284091
2,26921264;0,043365057
2,26921264;0,229772727
2,163291376;0,183480114
1,951448848;0,141231534
1,633685056;0,087609375
1,21;0,030271307
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,013038636
1,21;0,047981534
1,21;0,095083807
1,21;0,137085227
1,21;0,178920455
2,692897696;0,207528409
3,805070968;0,211264205
4,546519816;0,204346591
4,91724424;0,1884375
4,91724424;0,164517045
4,546519816;0,108829545
3,805070968;0,085613636
2,692897696;0,04409375
1,21;0,00833892
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00803679
1,21;0,05293892
1,21;0,138245739
1,21;0,180440341
1,21;0,225227273
4,016913496;0,283153409
6,122098618;0,265724432
7,525555366;0,270383523
8,22728374;0,248210227
8,22728374;0,212017045
7,525555366;0,139137784
7,525555366;0,070879261
4,016913496;0,049444602
1,21;0,017545455
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,009601989
1,21;0,154616477
1,21;0,359460227
1,21;0,544573864
1,21;0,679701705
1,21;0,763181818
1,21;0,794943182
1,21;0,685142045
1,21;0,594133523
1,21;0,451235795
1,21;0,256235795
1,21;0,121384943
1,21;0,029119318
1,21;0,010534801
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00890483
1,21;0,152301136
1,21;0,354446023
1,21;0,534815341
1,21;0,6709375
1,21;0,757286932
1,21;0,792542614
1,21;0,686704545
1,21;0,593693182
1,21;0,451207386
1,21;0,250710227
1,21;0,116653409
1,21;0,021247159
1,21;0,006156676
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,022122159
1,21;0,143423295
1,21;0,307954545
1,21;0,464446023
1,21;0,591235795
1,633685056;0,673366477
1,951448848;0,715440341
2,163291376;0,623181818
2,26921264;0,546292614
2,26921264;0,404247159
2,163291376;0,251008523
1,951448848;0,120411932
1,633685056;0,020585227
1,21;0,005922301
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,011874148
1,21;0,063078125
1,21;0,117568182
1,21;0,17203125
1,21;0,202755682
1,633685056;0,227514205
1,951448848;0,241107955
2,163291376;0,236008523
2,26921264;0,220042614
2,26921264;0,174872159
2,163291376;0,129323864
1,951448848;0,087384943
1,633685056;0,039600852
1,21;0,006541903
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,006647017
1,21;0,039366477
1,21;0,08565483
1,21;0,115203125
1,21;0,1465625
1,633685056;0,164559659
1,951448848;0,176747159
2,163291376;0,171349432
2,26921264;0,163139205
2,26921264;0,126568182
2,163291376;0,095789773
1,951448848;0,065556818
1,633685056;0,030509943
1,21;0,004547017
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,029080966
1,21;0,105475852
1,21;0,183096591
1,21;0,236377841
1,21;0,340965909
2,692897696;0,358025568
3,805070968;0,376988636
4,546519816;0,345440341
4,91724424;0,322301136
4,91724424;0,283238636
4,546519816;0,201278409
3,805070968;0,141204545
2,692897696;0,063934659
1,21;0,014299716
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,004981108
1,21;0,138826705
1,21;0,338678977
1,21;0,514119318
1,21;0,637755682
9,55129954;0,715923295
15,80727419;0,746946023
19,97792396;0,643352273
20,428;0,553323864
20,428;0,419744318
19,97792396;0,231321023
15,80727419;0,106622159
9,55129954;0,016356534
1,21;0,004700568
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,004265057
1,21;0,137396307
1,21;0,332045455
1,21;0,500511364
1,21;0,624303977
1,21;0,706448864
1,21;0,740397727
1,21;0,641576705
1,21;0,556988636
1,21;0,425
1,21;0,235142045
1,21;0,099386364
1,21;0,014168182
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,002365909
1,21;0,14078267
1,21;0,348465909
1,21;0,527457386
1,21;0,657471591
1,21;0,740710227
1,21;0,772102273
1,21;0,661051136
1,21;0,566633523
1,21;0,431747159
1,21;0,237585227
1,21;0,100058239
1,21;0,01509233
1,21;0,002983807
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,004855398
1,21;0,138130682
1,21;0,336903409
1,21;0,515241477
1,21;0,63421875
1,633685056;0,710411932
1,951448848;0,739758523
2,163291376;0,635525568
2,26921264;0,553508523
2,26921264;0,417755682
2,163291376;0,239076705
1,951448848;0,105382102
1,633685056;0,023705966
1,21;0,008946591
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,006660511
1,21;0,138349432
1,21;0,333821023
1,21;0,507230114
1,21;0,631278409
1,633685056;0,715625
1,951448848;0,750142045
2,163291376;0,649715909
2,26921264;0,559176136
2,26921264;0,425
2,163291376;0,243508523
1,951448848;0,104724432
1,633685056;0,020600852
1,21;0,00588821
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,014394886
1,21;0,136352273
1,21;0,288963068
1,21;0,442357955
1,21;0,622826705
1,633685056;0,710056818
1,951448848;0,597414773
2,163291376;0,513551136
2,26921264;0,464474432
2,26921264;0,372144886
2,163291376;0,251534091
1,951448848;0,139213068
1,633685056;0,056633523
1,21;0,025106534
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,012900568
1,21;0,10871733
1,21;0,135362216
1,21;0,117815341
1,21;0,260014205
2,692897696;0,354957386
3,805070968;0,444105114
4,546519816;0,309801136
4,91724424;0,604758523
4,91724424;0,159914773
4,546519816;0,253693182
3,805070968;0,10384517
2,692897696;0,010902273
1,21;0,005079261
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,020338068
1,21;0,126278409
1,21;0,278196023
